# word	clue	clue_type	freq
# Derived from dwyl/english-words (Unlicense) and Webster's
# 1913 via matthewreagan/WebstersEnglishDictionary (public
# domain). Regenerate with scripts/build_bank.py.
LIMAX	A genus of airbreathing mollusks, including the common garden slugs	definition	3
LINKS	A tract of ground laid out for the game of golf	definition	27
LIPIC	Pertaining to, or derived from, fat	definition	1
LISLE	A city of France celebrated for certain manufactures	proper	2
LIVID	Black and blue	definition	17
LIVRE	A French money of account, afterward a silver coin equal to 20 sous	proper	1
LOBAR	Of or pertaining to a lobe	definition	1
LOCAL	Of or pertaining to a particular place, or to a definite region or portion of space	definition	375
LODGE	A shelter in which one may rest	definition	67
LOFTY	Lifted high up	definition	118
LOGAN	A rocking or balanced stone	definition	3
LORAL	Of or pertaining to the lores	definition	2
LORIS	Any one of several species of small lemurs of the genus Stenops	proper	3
LORRY	A small cart or wagon, as those used on the tramways in mines to carry coal or rubbish	definition	2
LOUGH	A loch or lake	proper	2
LOUPS	The Pawnees, a tribe of North American Indians whose principal totem was the wolf	proper	1
LOUSY	Infested with lice	definition	6
LOYAL	Faithful to law	definition	28
LUCRE	Gain in money or goods	definition	5
LUNAR	Of or pertaining to the moon	definition	44
LUNGE	A sudden thrust or pass, as with a sword	definition	6
LUPUS	A cutaneous disease occurring under two distinct forms	definition	7
LYMPH	A spring of water	definition	17
LYRIC	Of or pertaining to a lyre or harp	definition	20
MACAW	Any parrot of the genus Sittace, or Macrocercus	proper	5
MADLY	In a mad manner	definition	5
MAGMA	Any crude mixture of mineral or organic matters in the state of a thin paste	proper	1
MAHDI	Among Mohammedans, the last imam or leader of the faithful	proper	1
MAINE	One of the New England States	proper	14
MALIC	Pertaining to, or obtained from, apples	definition	9
MANGE	The scab or itch in cattle, dogs, and other beasts	definition	7
MANIA	Violent derangement of mind	definition	24
MANLY	Having qualities becoming to a man	definition	32
MANNA	The food supplied to the Israelites in their journey through the wilderness of Arabia	proper	15
MANUS	The distal segment of the fore limb, including the carpus and fore foot or hand	definition	6
MAPLE	A tree of the genus Acer, including about fifty species	proper	32
MARSH	A tract of soft wet land, commonly covered partially or wholly with water	definition	91
MASSE	A stroke made with the cue held vertically	definition	1
MATIN	A French mastiff	proper	5
MAUVE	A color of a delicate purple, violet, or lilac	definition	4
MAXIM	An established principle or proposition	definition	36
MAYOR	The chief magistrate of a city or borough	proper	36
MELAM	A white or buff-colored granular powder	definition	2
MELOE	A genus of beetles without wings, but having short oval elytra	definition	1
MERGE	To cause to be swallowed up	definition	5
MERIT	The quality or state of deserving well or ill	proper	92
MERLE	The European blackbird	proper	1
MEROS	The plain surface between the channels of a triglyph	definition	1
MESON	The mesial plane dividing the body of an animal into similar right and left halves	definition	3
MIAUL	To cry as a cat	definition	1
MIDAS	A genus of longeared South American monkeys, including numerous species of marmosets	proper	7
MINOR	Inferior in bulk, degree, importance, etc	definition	127
MIRZA	The common title of honor in Persia, prefixed to the surname of an individual	proper	4
MITER	A covering for the head, worn on solemn occasions by church dignitaries	definition	12
MIXED	Formed by mixing	definition	274
MOCHA	A seaport town of Arabia, on the Red Sea	proper	2
MODAL	Of or pertaining to a mode or mood	definition	2
MODEL	A miniature representation of a thing, with the several parts in due proportion	definition	98
MODUS	The arrangement of, or mode of expressing, the terms of a contract or conveyance	definition	2
MOGUL	A person of the Mongolian race	proper	5
MOILE	A kind of high shoe anciently worn	definition	1
MOIRE	Originally, a fine textile fabric made of the hair of an Asiatic goat	proper	1
MOLAR	Of or pertaining to a mass of matter	definition	22
MOLLE	Lower by a semitone	definition	3
MONAD	An ultimate atom, or simple, unextended point	definition	16
MONAL	Any Asiatic pheasant of the genus Lophophorus, as the Impeyan pheasant	proper	1
MONTE	A favorite gambling game among Spaniards, played with dice or cards	proper	3
MORRO	A round hill or point of land	definition	1
MORUS	A genus of trees, some species of which produce edible fruit	definition	7
MOSES	A large flatboat, used in the West Indies for taking freight from shore to ship	proper	68
MOTTO	A sentence, phrase, or word, forming part of an heraldic achievment	definition	21
MOUND	A ball or globe forming part of the regalia of an emperor or other sovereign	definition	36
MOURN	To express or to feel grief or sorrow	definition	19
MUCIC	Pertaining to, or derived from, gums and micilaginous substances	definition	6
MUCUS	A viscid fluid secreted by mucous membranes, which it serves to moisten and protect	definition	39
MUDDY	Abounding in mud	definition	35
MUGIL	A genus of fishes including the gray mullets	definition	8
MULEY	A stiff, long saw, guided at the ends but not stretched in a gate	definition	3
MUNCH	To chew with a grinding, crunching sound, as a beast chews provender	definition	3
MUNGO	A fibrous material obtained by deviling rags or the remnants of woolen goods	definition	4
MURAL	Of or pertaining to a wall	definition	2
MURRE	Any one of several species of sea birds of the genus Uria, or Catarractes	proper	2
MUSCI	An order or subclass of cryptogamous plants	definition	2
MUSET	A small hole or gap through which a wild animal passes	definition	3
MYSIS	A genus of small schizopod shrimps found both in fresh and salt water	definition	1
NABOB	A deputy or viceroy in India	proper	3
NADIR	That point of the heavens, or lower hemisphere, directly opposite the zenith	definition	6
NAKED	Having no clothes on	definition	130
NARES	The nostrils or nasal openings	definition	89
NASAL	Of or pertaining to the nose	definition	55
NASTY	Offensively filthy	definition	8
NATAL	Of or pertaining to one's birth	definition	8
NATCH	The rump of beef	definition	1
NAVAL	Having to do with shipping	definition	111
NAVEL	A mark or depression in the middle of the abdomen	definition	22
NAVEW	A kind of small turnip, a variety of Brassica campestris	proper	2
NEGUS	A beverage made of wine, water, sugar, nutmeg, and lemon juice	definition	1
NIDUS	A nest: a repository for the eggs of birds, insects, etc	definition	1
NINTH	Following the eight and preceding the tenth	definition	38
NIOBE	The daughter of Tantalus, and wife of Amphion, king of Thebes	proper	2
NOBLE	Possessing eminence, elevation, dignity, etc	definition	227
NODAL	Of the nature of, or relating to, a node	definition	5
NOILS	Waste and knots of wool removed by the comb	definition	2
NONCE	The one or single occasion	definition	1
NONYL	The hydrocarbon radical, C9H19, derived from nonane and forming many compounds	proper	2
NOOSE	A running knot, or loop, which binds the closer the more it is drawn	definition	16
NORSE	Of or pertaining to ancient Scandinavia, or to the language spoken by its inhabitants	proper	7
NOTAL	Of or pertaining to the back	definition	1
NOTCH	A hollow cut in anything	definition	49
NOTED	Well known by reputation or report	definition	171
NOVEL	Of recent origin or introduction	definition	25
NOWAY	In no manner or degree	definition	1
NUBIA	A light fabric of wool, worn on the head by women	definition	2
NUDGE	To touch gently, as with the elbow, in order to call attention or convey intimation	definition	1
NUTTY	Abounding in nuts	definition	1
NYMPH	A goddess of the mountains, forests, meadows, or waters	definition	43
OAKEN	Made or consisting of oaks or of the wood of oaks	definition	6
OAKUM	The material obtained by untwisting and picking into loose fiber old hemp ropes	definition	11
OARED	Furnished with oars	definition	4
OASIS	A fertile or green spot in a waste or desert, esp	definition	2
OATEN	Consisting of an oat straw or stem	definition	2
OBESE	Excessively corpulent	definition	3
OCTET	A composition for eight parts, usually for eight solo instruments or voices	definition	1
OFFAL	The rejected or waste parts of a butchered animal	definition	7
OFFER	To present, as an act of worship	definition	124
OILED	Covered or treated with oil	definition	7
OLEIC	Pertaining to, derived from, or contained in, oil	definition	18
OLOGY	A colloquial or humorous name for any science or branch of knowledge	definition	13
OMBER	A game at cards, borrowed from the Spaniards, and usually played by three persons	proper	7
OMBRE	A game at cards, borrowed from the Spaniards, and usually played by three persons	proper	4
OMEGA	The last letter of the Greek alphabet	proper	4
OPERA	A drama, either tragic or comic, of which music forms an essential part	definition	38
OPIUM	The inspissated juice of the Papaver somniferum, or white poppy	proper	52
ORBED	Having the form of an orb	definition	3
ORDER	Regular arrangement	definition	1573
OREAD	One of the nymphs of mountains and grottoes	definition	1
ORION	A large and bright constellation on the equator, between the stars Aldebaran and Sirius	proper	9
ORLOP	The lowest deck of a vessel, esp	definition	4
ORPIN	A yellow pigment of various degrees of intensity, approaching also to red	definition	1
ORYZA	A genus of grasses including the rice plant	definition	1
OTTER	Any carnivorous animal of the genus Lutra, and related genera	proper	10
OUTDO	To go beyond in performance	definition	7
OVATE	Shaped like an egg, with the lower extremity broadest	definition	36
OVINE	Of or pertaining to sheep	definition	1
OVOID	Resembling an egg in shape	definition	14
OVOLO	A round, convex molding	definition	6
OVULE	The rudiment of a seed	definition	44
OWING	Had or held under obligation of paying	definition	47
PADRE	A Christian priest or monk	proper	1
PAINT	To cover with coloring matter	definition	132
PALSY	Paralysis, complete or partial	definition	19
PAOLO	An old Italian silver coin, worth about ten cents	proper	1
PAPAL	Of or pertaining to the pope of Rome	proper	44
PARCH	To burn the surface of	definition	7
PAUSE	A temporary stop or rest	definition	38
PAVAN	A stately and formal Spanish dance for which full state costume is worn	proper	3
PAYEE	The person to whom money is to be, or has been, paid	definition	3
PEDAL	Of or pertaining to the foot, or to feet, literally or figuratively	definition	12
PEDRO	The five of trumps in certain varieties of auction pitch	definition	2
PEKOE	A kind of black tea	definition	3
PENIS	The male member, or organ of generation	definition	17
PENNY	Denoting pound weight for one thousand	definition	49
PEONY	A plant, and its flower, of the ranunculaceous genus Pæonia	proper	6
PETAL	One of the leaves of the corolla, or the colored leaves of a flower	definition	38
PETER	A common baptismal name for a man	definition	49
PHIAL	A glass vessel or bottle, especially a small bottle for medicines	definition	3
PHLOX	A genus of American herbs, having showy red, white, or purple flowers	proper	4
PHOCA	A genus of seals	definition	5
PHYLE	A local division of the people in ancient Athens	proper	2
PHYSA	A genus of fresh-water Pulmonifera, having reversed spiral shells	proper	1
PICUL	A commercial weight varying in different countries and for different commodities	definition	2
PICUS	A genus of woodpeckers, including some of the common American and European species	proper	5
PIETY	Veneration or reverence of the Supreme Being, and love of his character	proper	51
PILON	A conical loaf of sugar	definition	2
PILOT	One employed to steer a vessel	definition	39
PINON	The edible seed of several species of pine	definition	1
PINUS	A large genus of evergreen coniferous trees, mostly found in the northern hemisphere	definition	24
PIOUS	Of or pertaining to piety	definition	37
PIQUE	A cotton fabric, figured in the loom	definition	7
PISTE	The track or tread a horseman makes upon the ground he goes over	definition	1
PITCH	A thick, black, lustrous, and sticky substance obtained by boiling down tar	definition	147
PIVOT	A fixed pin or short axis, on the end of which a wheel or other body turns	definition	43
PLACK	A small copper coin formerly current in Scotland, worth less than a cent	proper	1
PLANE	Any tree of the genus Platanus	proper	422
PLANK	A broad piece of sawed timber, differing from a board only in being thicker	definition	66
PLASH	A small pool of standing water	definition	7
PLEBS	The commonalty of ancient Rome who were citizens without the usual political rights	proper	1
PLUTO	The son of Saturn and Rhea, brother of Jupiter and Neptune	proper	11
POACH	To cook, as eggs, by breaking them into boiling water	definition	4
POESY	The art of composing poems	definition	9
POLAR	Of or pertaining to one of the poles of the earth, or of a sphere	definition	41
POLKA	A dance of Polish origin, but now common everywhere	proper	6
POLYP	One of the feeding or nutritive zooids of a hydroid or coral	definition	11
POMME	Having the ends terminating in rounded protuberances or single balls	definition	2
PORTA	The part of the liver or other organ where its vessels and nerves enter	definition	2
PORTE	The Ottoman court	proper	3
POSIT	To dispose or set firmly or fixedly	definition	1
POULT	A young chicken, partridge, grouse, or the like	definition	1
POUND	To strike repeatedly with some heavy instrument	definition	87
PRAAM	A flat-bottomed boat or lighter	definition	2
PRASE	A variety of cryptocrystalline of a leek-green color	definition	2
PRATE	To talk much and to little purpose	definition	21
PREEN	A forked tool used by clothiers in dressing cloth	definition	2
PRINK	To dress or adjust one's self for show	definition	6
PRINT	To fix or impress, as a stamp, mark, character, idea, etc., into or upon something	definition	223
PRIOR	Preceding in the order of time	definition	425
PRIVY	Of or pertaining to some person exclusively	definition	42
PRONE	Bending forward	definition	35
PRONG	A sharp-pointed instrument	definition	11
PROSE	The ordinary language of men in speaking or writing	definition	55
PROUD	Feeling or manifesting pride, in a good or bad sense	definition	147
PROVE	To try or to ascertain by an experiment, or by a test or standard	definition	138
PRUDE	A woman of affected modesty, reserve, or coyness	definition	3
PRUNE	To lop or cut off the superfluous parts, branches, or shoots of	definition	15
PSOAS	An internal muscle arising from the lumbar vertebræ and inserted into the femur	definition	4
PSORA	A cutaneous disease	definition	4
PUBIC	Of or pertaining to the pubes	definition	13
PUCKA	Good of its kind	definition	1
PUDGY	Short and fat or sturdy	definition	3
PUDIC	Of or pertaining to the external organs of generation	definition	1
PUFFY	Swelled with air, or any soft matter	definition	9
PULEX	A genus of parasitic insects including the fleas	definition	5
PULSE	Leguminous plants, or their seeds, as beans, pease, etc	definition	56
PUNIC	Of or pertaining to the ancient Carthaginians	proper	4
PUNTO	A point or hit	definition	2
PUPIL	The aperture in the iris	definition	54
PUPPY	The young of a canine animal, esp	definition	11
PURSY	Fat and short-breathed	definition	5
PYOID	Of or pertaining to pus	definition	1
PYRUS	A genus of rosaceous trees and shrubs having pomes for fruit	definition	11
QUACK	To utter a sound like the cry of a duck	definition	16
QUAFF	To drink with relish	definition	3
QUAKY	Shaky, or tremulous	definition	1
QUANT	A punting pole with a broad flange near the end to prevent it from sinking into the mud	definition	2
QUEEN	The wife of a king	proper	180
QUEGH	A drinking vessel	definition	2
QUERN	A mill for grinding grain, the upper stone of which was turned by hand	definition	2
QUEUE	A tail-like appendage of hair	definition	3
QUIET	In a state of rest or calm	proper	136
QUILL	One of the large feathers of a bird's wing, or one of the rectrices of the tail	definition	32
QUINT	A set or sequence of five, as in piquet	definition	1
QUOIN	Originally, a solid exterior angle, as of a building	definition	8
QUOTA	A proportional part or share	definition	6
RABAT	A polishing material made of potter's clay that has failed in baking	definition	1
RAJAH	A native prince or king	proper	3
RALLY	To collect, and reduce to order, as troops dispersed or thrown into confusion	definition	7
RALPH	A name sometimes given to the raven	definition	3
RAMAL	Of or pertaining to a ramus, or branch	definition	2
RANAL	Having a general affinity to ranunculaceous plants	definition	1
RAPHE	A line, ridge, furrow, or band of fibers, especially in the median line	definition	4
RAPID	Very swift or quick	definition	157
RATEL	Any carnivore of the genus Mellivora, allied to the weasels and the skunks	proper	2
RATIO	The relation which one quantity or magnitude has to another of the same kind	definition	101
RAVEL	To separate or undo the texture of	definition	6
RAZOR	A keen-edged knife of peculiar shape, used in shaving the hair from the face or the head	definition	24
REACT	To act or perform a second time	definition	3
REALM	A royal jurisdiction or domain	definition	61
RECTO	A writ of right	definition	3
REEKY	Soiled with smoke or steam	definition	2
REEVE	The female of the ruff	definition	11
REFIT	To fit or prepare for use again	definition	3
REGAL	Of or pertaining to a king	proper	29
RELAX	To make lax or loose	definition	19
RENAL	Of or pertaining to the kidneys	definition	21
RENEW	To make new again	definition	39
REPLY	To make a return in words or writing	definition	54
RHEIN	Chrysophanic acid	definition	1
RHEUM	A genus of plants	definition	17
RHINO	Gold and silver, or money	definition	1
RHUMB	A line which crosses successive meridians at a constant angle	definition	5
RHYME	An expression of thought in numbers, measure, or verse	definition	47
RIBES	A genus of shrubs including gooseberries and currants of many kinds	definition	3
RIDGE	The back, or top of the back	definition	78
RIGEL	A fixed star of the first magnitude in the left foot of the constellation Orion	proper	1
RINSE	To wash lightly	definition	4
ROGER	A black flag with white skull and crossbones, formerly used by pirates	definition	16
ROHOB	An inspissated juice	definition	1
ROQUE	A form of croquet modified for greater accuracy of play	definition	1
RORIC	Of or pertaining to dew	definition	1
ROSET	A red color used by painters	definition	1
ROSIN	The hard, amber-colored resin left after distilling off the volatile oil of turpentine	definition	6
ROTOR	The rotating part of a generator or motor	definition	2
ROUGH	Having inequalities, small ridges, or points, on the surface	definition	309
ROUTE	The course or way which is traveled or passed, or is to be passed	definition	23
ROWED	Formed into a row, or rows	definition	11
ROWEL	The little wheel of a spur, with sharp points	definition	4
RUBLE	The unit of monetary value in Russia	proper	2
RUBUS	A genus of rosaceous plants, including the raspberry and blackberry	definition	10
RUCHE	A plaited, quilled, or goffered strip of lace, net, ribbon, or other material	definition	2
RUMEN	The first stomach of ruminants	definition	2
RUMMY	Of or pertaining to rum	definition	1
RUNIC	Of or pertaining to a rune, to runes, or to the Norsemen	proper	6
RUPEE	A silver coin, and money of account, in the East Indies	proper	5
RURAL	Of or pertaining to the country, as distinguished from a city or town	proper	68
RUTIN	A glucoside resembling, but distinct from, quercitrin	definition	2
SABAL	A genus of palm trees including the palmetto of the Southern United States	proper	3
SALEP	The dried tubers of various species of Orchis, and Eulophia	proper	1
SALLY	To leap or rush out	definition	17
SALON	An apartment for the reception of company	definition	2
SAMBO	A colloquial or humorous appelation for a negro	definition	1
SAPID	Having the power of affecting the organs of taste	definition	6
SAPOR	Power of affecting the organs of taste	definition	1
SAREE	The principal garment of a Hindoo woman	proper	1
SATAN	The grand adversary of man	definition	58
SATIN	A silk cloth, of a thick, close texture, and overshot woof, which has a glossy surface	definition	19
SAUCY	Showing impertinent boldness or pertness	definition	31
SAULT	A rapid in some rivers	definition	1
SCALA	A machine formerly employed for reducing dislocations of the humerus	definition	2
SCALD	To burn with hot liquid or steam	definition	6
SCALE	The dish of a balance	definition	303
SCANT	Not full, large, or plentiful	definition	17
SCARP	A band in the same position as the bend sinister, but only half as broad as the latter	definition	6
SCAUR	A precipitous bank or rock	definition	1
SCENT	To perceive by the olfactory organs	definition	87
SCOLD	To find fault or rail with rude clamor	definition	41
SCORN	Extreme and lofty contempt	definition	85
SCOWL	To wrinkle the brows, as in frowning or displeasure	definition	7
SCRAG	Something thin, lean, or rough	definition	2
SCRIM	A kind of light cotton or linen fabric, often woven in openwork patterns	definition	1
SCROD	A young codfish, especially when cut open on the back and dressed	definition	2
SCURF	Thin dry scales or scabs upon the body	definition	14
SEDAN	A portable chair or covered vehicle for carrying a single person	definition	4
SEDUM	A genus of plants, mostly perennial, having succulent leaves and cymose flowers	definition	7
SEINE	A large net, one edge of which is provided with sinkers, and the other with floats	definition	10
SEMEN	The seed of plants	definition	16
SENNA	The leaves of several leguminous plants of the genus Cassia	proper	11
SEPAL	A leaf or division of the calyx	definition	11
SEPOY	A native of India employed as a soldier in the service of a European power, esp	proper	2
SERGE	A woolen twilled stuff, much used as material for clothing for both sexes	definition	3
SERUM	The watery portion of certain animal fluids, as blood, milk, etc	definition	28
SEVEN	One more than six	definition	232
SEVER	To separate, as one from another	definition	24
SEXED	Belonging to sex	definition	1
SHALE	A shell or husk	definition	15
SHARP	Having a very thin edge or fine point	definition	489
SHEET	In general, a large, broad piece of anything thin, as paper, cloth, etc	definition	180
SHEIK	The head of an Arab family, or of a clan or a tribe	proper	3
SHELL	A hard outside covering, as of a fruit or an animal	definition	513
SHEOL	The place of departed spirits	definition	1
SHINE	To emit rays of light	definition	71
SHIRK	To procure by petty fraud and trickery	definition	8
SHOAD	A train of vein material mixed with rubbish	definition	2
SHOAL	A great multitude assembled	definition	15
SHOVE	To drive along by the direct and continuous application of strength	definition	13
SHRED	A long, narrow piece cut or torn off	definition	11
SHUCK	A shock of grain	definition	1
SHYLY	In a shy or timid manner	definition	1
SIBYL	A woman supposed to be endowed with a spirit of prophecy	definition	4
SIDLE	To go or move with one side foremost	definition	1
SIGHT	The act of seeing	definition	339
SILEX	Silica, SiO2 as found in nature, constituting quarz, and most sands and sandstones	proper	3
SILVA	The forest trees of a region or country, considered collectively	definition	1
SIMAR	A woman's long dress or robe	definition	7
SIMIA	A Linnæan genus of Quadrumana which included the types of numerous modern genera	proper	1
SINGE	To burn slightly or superficially	definition	12
SIRUP	A thick and viscid liquid made from the juice of fruits, herbs, etc., boiled with sugar	definition	44
SIVAN	The third month of the Jewish ecclesiastical year	proper	1
SIXTH	First after the fifth	definition	65
SKATE	A metallic runner with a frame shaped to fit the sole of a shoe	definition	23
SKEAN	A knife or short dagger, esp	definition	4
SKULK	To hide, or get out of the way, in a sneaking manner	definition	7
SLANT	To be turned or inclined from a right line or level	definition	15
SLEET	The part of a mortar extending from the chamber to the trunnions	definition	5
SLINK	To creep away meanly	definition	7
SLOAT	A narrow piece of timber which holds together large pieces	definition	1
SLOYD	Lit., skilled mechanical work, such as that required in wood carving	definition	1
SLUGS	Half-roasted ore	definition	7
SLYLY	In a sly manner	definition	15
SMALL	Having little size, compared with other things of the same kind	definition	3241
SMALT	A deep blue pigment or coloring material used in various arts	definition	7
SMART	To feel a lively, pungent local pain	definition	136
SMASH	To break in pieces by violence	definition	2
SMEAR	To overspread with anything unctuous, viscous, or adhesive	definition	37
SMIRK	To smile in an affected or conceited manner	definition	8
SMOLT	A young salmon two or three years old, when it has acquired its silvery color	definition	1
SNAKE	Any species of the order Ophidia	proper	116
SNATH	The handle of a scythe	definition	11
SNIFF	To draw air audibly up the nose	definition	5
SNORE	To breathe with a rough, hoarse, nasal voice in sleep	definition	3
SNOUT	The long, projecting nose of a beast, as of swine	definition	42
SNUFF	The part of a candle wick charred by the flame, whether burning or not	definition	27
SOAKY	Full of moisture	definition	1
SOBER	Temperate in the use of spirituous liquors	definition	40
SOCLE	A plain block or plinth forming a low pedestal	definition	3
SOFTA	Any one attached to a Mohammedan mosque, esp	proper	1
SOGGY	Filled with water	definition	3
SOLEN	A cradle, as for a broken limb	definition	2
SOLER	A loft or garret	definition	1
SOLON	A celebrated Athenian lawmaker, born about 638 b	proper	9
SOPPY	Soaked or saturated with liquid or moisture	definition	3
SOREL	A young buck in the third year	definition	1
SOREX	A genus of small Insectivora, including the common shrews	proper	3
SORRY	Grieved for the loss of some good	definition	26
SPADE	A hart or stag three years old	definition	32
SPARK	A small particle of fire or ignited substance which is emitted by a body in combustion	definition	32
SPASM	An involuntary and unnatural contraction of one or more muscles or muscular fibers	definition	26
SPAWL	A splinter or fragment, as of wood or stone	definition	3
SPEAK	To utter words or articulate sounds, as human beings	definition	395
SPEAR	A long, pointed weapon, used in war and hunting, by thrusting or throwing	definition	115
SPECK	The blubber of whales or other marine mammals	definition	13
SPEND	To weigh or lay out	definition	61
SPERM	The male fecundating fluid	definition	42
SPIKE	A sort of very large nail	definition	57
SPILE	A small plug or wooden pin, used to stop a vent, as in a cask	definition	3
SPINE	A sharp appendage to any of a plant	definition	72
SPOOM	To be driven steadily and swiftly, as before a strong wind	definition	1
SPOUT	To throw out forcibly and abudantly, as liquids through an office or a pipe	definition	29
SPRAY	A small shoot or branch	definition	27
SPRIG	A small shoot or twig of a tree or other plant	definition	8
SPUME	Frothy matter raised on liquids by boiling, effervescence, or agitation	definition	6
SPUMY	Consisting of, containing, or covered with, froth, scum, or foam	definition	5
SPURN	To drive back or away, as with the foot	definition	8
SPURT	To gush or issue suddenly or violently out in a stream, as liquor from a cask	definition	7
STAIN	To discolor by the application of foreign matter	definition	103
STAIR	One step of a series for ascending or descending to a different level	definition	11
STALE	The stock or handle of anything	definition	25
STAND	To be at rest in an erect position	definition	317
STEAK	A slice of beef, broiled, or cut for broiling	definition	9
STEED	A horse, especially a spirited horse for state of war	proper	29
STEEN	A vessel of clay or stone	definition	2
STEER	A young male of the ox kind	definition	27
STELA	A small column or pillar, used as a monument, milestone, etc	definition	2
STENT	To keep within limits	definition	2
STERN	The black tern	definition	145
STINK	To emit a strong, offensive smell	definition	9
STIPE	The stalk or petiole of a frond, as of a fern	definition	3
STOIC	A disciple of the philosopher Zeno	proper	7
STOLA	A long garment, descending to the ankles, worn by Roman women	proper	1
STOMA	One of the minute apertures between the cells in many serous membranes	definition	4
STOOK	A small collection of sheaves set up in the field	definition	3
STOOL	A plant from which layers are propagated by bending its branches into the soil	definition	43
STORY	A set of rooms on the same floor or level	definition	239
STRAP	A long, narrow, pliable strip of leather, cloth, or the like	definition	76
STRAW	To spread or scatter	definition	113
STRIA	A minute groove, or channel	definition	5
STRIX	One of the flutings of a column	definition	3
STRUM	To play on an instrument of music, or as on an instrument, in an unskillful or noisy way	definition	2
STUDY	A setting of the mind or thoughts upon a subject	definition	261
STUFF	Material which is to be worked up in any process of manufacture	definition	153
STUNT	To hinder from growing to the natural size	definition	5
SUANT	Spread equally over the surface	definition	1
SUDRA	The lowest of the four great castes among the Hindoos	proper	2
SUENT	Uniformly or evenly distributed or spread	definition	1
SUINE	A mixture of oleomargarine with lard or other fatty ingredients	definition	1
SUITE	A retinue or company of attendants, as of a distinguished personage	definition	17
SUNNY	Of or pertaining to the sun	definition	16
SURAH	A soft twilled silk fabric much used for women's dresses	definition	1
SURAL	Of or pertaining to the calf of the leg	definition	4
SWAMP	Wet, spongy land	definition	30
SWEAL	To melt and run down, as the tallow of a candle	definition	2
SWEAT	To excrete sensible moisture from the pores of the skin	definition	45
SWELL	To grow larger	definition	86
SWIPE	A swape or sweep	definition	4
SWIRL	To whirl, or cause to whirl, as in an eddy	definition	1
SWISS	A native or inhabitant of Switzerland	proper	21
SWOOP	To fall on at once and seize	definition	5
SWORD	An offensive weapon, having a long and usually sharp 2	definition	255
SYLPH	An imaginary being inhabiting the air	definition	5
TABID	Affected by tabes	definition	2
TACIT	Done or made in silence	definition	7
TALON	The claw of a predaceous bird or animal, especially the claw of a bird of prey	definition	8
TALPA	A genus of small insectivores including the common European mole	proper	1
TALUS	The astragalus	definition	1
TAMIS	A sieve, or strainer, made of a kind of woolen cloth	definition	3
TAMMY	A kind of woolen, or woolen and cotton, cloth, often highly glazed	definition	4
TANKA	A kind of boat used in Canton	proper	1
TAPER	A small wax candle	definition	19
TARRY	Consisting of, or covered with, tar	definition	21
TASSE	A piece of armor for the thighs, forming an appendage to the ancient corselet	definition	3
TAUNT	Very high or tall	definition	20
TAWNY	Of a dull yellowish brown color, like things tanned, or persons who are sunburnt	definition	31
TEACH	To impart the knowledge of	definition	80
TELIC	Denoting the final end or purpose, as distinguished from ecbatic	definition	1
TEMPO	The rate or degree of movement in time	definition	3
TEMPT	To put to trial	definition	20
TENOR	A state of holding on in a continuous course	proper	37
TENTH	Next in order after the ninth	definition	70
TEPEE	An Indian wigwam or tent	proper	1
TEPID	Moderately warm	definition	10
TESTA	The external hard or firm covering of many invertebrate animals	definition	5
THANE	A dignitary under the Anglo-Saxons and Danes in England	proper	10
THESE	The plural of this	definition	1255
THETA	A letter of the Greek alphabet corresponding to th in English	proper	2
THIGH	The proximal segment of the hind limb between the knee and the trunk	definition	40
THINK	To seem or appear	definition	252
THIRD	Next after the second	definition	347
THONG	A strap of leather	definition	20
THORP	A group of houses in the country	definition	4
THOSE	The plural of that	definition	1624
THREE	One more than two	definition	1232
THROB	To beat, or pulsate, with more than usual force or rapidity	definition	10
THRUM	One of the ends of weaver's threads	definition	6
THULE	The name given by ancient geographers to the northernmost part of the habitable world	definition	2
THUMP	The sound made by the sudden fall or blow of a heavy body, as of a hammer, or the like	definition	11
TIARA	A form of headdress worn by the ancient Persians	proper	6
TIDAL	Of or pertaining to tides	definition	9
TIMID	Wanting courage to meet danger	definition	36
TINEA	A name applied to various skin diseases, but especially to ringworm	definition	6
TINGE	To imbue or impregnate with something different or foreign	definition	52
TINNY	Pertaining to, abounding with, or resembling, tin	definition	1
TIPSY	Being under the influence of strong drink	definition	15
TITLE	An inscription put over or upon anything as a name by which it is known	definition	445
TOAST	To dry and brown by the heat of a fire	definition	9
TODDY	A juice drawn from various kinds of palms in the East Indies	proper	4
TOKAY	A grape of an oval shape and whitish color	definition	1
TONIC	Of or relating to tones or sounds	definition	60
TONUS	Tonicity, or tone	definition	2
TOQUE	A kind of cap worn in the 16th century, and copied in modern fashions	definition	2
TORCH	A light or luminary formed of some combustible substance, as of resinous wood	definition	23
TORSO	The human body, as distinguished from the head and limbs	definition	1
TORUS	A lage molding used in the bases of columns	definition	6
TOTER	The stone roller	definition	1
TOXIC	Of or pertaining to poison	definition	14
TRACT	A written discourse or dissertation, generally of short extent	definition	100
TRASS	A white to gray volcanic tufa, formed of decomposed trachytic cinders	definition	3
TREAD	To set the foot	definition	66
TRESS	A braid, knot, or curl, of hair	definition	9
TRIAD	A union of three	definition	13
TRIAL	The act of trying or testing in any manner	definition	165
TRIPE	The large stomach of ruminating animals, when prepared for food	definition	11
TROOP	A collection of people	definition	40
TRUCE	A suspension of arms by agreement of the commanders of opposing forces	definition	18
TRUCK	A small wheel, as of a vehicle	definition	38
